,Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
3850,Ikota Gra Ikota Lekki Lagos,"3,500,000/year","  Updated 18 Feb 2023, Added 07 Dec 2022 ", FOR RENT: Luxury 4 Bedroom Duplex available for rent at Ikota GRA Lekki Lagos. Features.. Read more,,4 beds4 baths5 Toilets
3851,Abraham Adesanya Estate Ajah Lagos,"2,200,000/year","  Updated 13 Feb 2023, Added 12 Jan 2023 ", FOR RENT: Newly Built 2 Bedroom flat at General paint Lekki Ajah Lagos Rent 2.2m Agency .. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
3852,Chevron Lekki Lagos,"700,000/year","  Updated 13 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Lovely serviced shared duplex available for rent with lovely living room and kit.. Read more ,,1 beds1 baths1 Toilets
3853,Sabiu Ajose Street Bode Thomas Surulere Lagos,"2,500,000/year","  Updated 13 Feb 2023, Added 05 Feb 2023 "," FOR RENT: Lovely 3bedroom apartment with pop, water heater, borehole, etc At Sabiu Ajose .. Read more ",,3 beds2 baths3 Toilets
3854,Chevron Lekki Lagos,"800,000/year","  Updated 13 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Lovely serviced shared duplex available for rent with lovely living room and kit.. Read more ,,1 beds2 baths1 Toilets
3855,Osapa Osapa London Lekki Lagos,"1,800,000/year","  Updated 13 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Mini Flat in Osapa London for rent 2 toilets In a secured estate Rent 1.8m .. Read more ,Serviced,1 beds2 baths2 Toilets
3856,Chevron Lekki Lagos,"800,000/year","  Updated 13 Feb 2023, Added 30 Jan 2023 ", FOR RENT: 1 bedroom apartment in a (shared) 4 bedroom duplex Located in a fully serviced.. Read more ,Serviced,1 beds1 baths1 Toilets
3857,Ikota Lekki Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 31 Jan 2023 ", FOR RENT: 1 bedroom Flat / Apartment for rent Lekki County Home Ikota Lekki Lagos.. Read more ,Newly Built,1 beds2 baths2 Toilets
3858,Chevron Lekki Lagos,"100,000/month","  Updated 13 Feb 2023, Added 23 Jan 2023 ", FOR RENT: Fully furnished Monthly apartment in Chervon Rent 100k monthly Covers power .. Read more ,Furnished,1 beds1 baths1 Toilets
3859,Lekki Right Lekki Phase 1 Lekki Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 09 Jun 2022 ", FOR RENT: Spacious commercial property for rent can be use for office or any commercial pr.. Read more ,Newly Built,0 beds0 baths0 Toilets
3860,"Olu Holloway Road, Ikoyi Lagos","13,500,000,000","  Updated 18 Feb 2023, Added 13 Nov 2022 ", FOR SALE: RESIDENTIAL HIGH RISE FOR SALE!!! A V.. Read more,, beds baths Toilets
3861,Lekki Phase 1 Lekki Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 14 Nov 2022 ", FOR RENT: TO-LET 40SQM OFFICE SPACE (UPSTAIRS) RENT 2M PER YEAR AGREEMENT - .. Read more ,Serviced,0 beds0 baths0 Toilets
3862,Awoyaya Ajah Lagos,"5,600,000/year","  Updated 13 Feb 2023, Added 16 Dec 2022 ", FOR RENT: Fully Furnished Restaurant For Lease with fully functional kitchen and equipment.. Read more ,,0 beds0 baths0 Toilets
3863,Lekki Phase 1 Lekki Lagos,"11,000,000/year","  Updated 13 Feb 2023, Added 27 Nov 2022 ", FOR RENT: TO LET New...Contemporary built self-serviced...4 bedroom semi-detached house.. Read more ,,0 beds0 baths0 Toilets
3864,Ikate Lekki Lagos,"2,400,000/year","  Updated 13 Feb 2023, Added 10 Jan 2023 "," FOR RENT: TO-LET Executive Serviced office space, with modern facilities and finishing... Read more ",Serviced,0 beds0 baths0 Toilets
3865,Lekki Lagos,"11,000,000/year","  Updated 13 Feb 2023, Added 22 Jan 2023 ", FOR RENT: JUST OUT!!! Brand New Spacious 5 Bedroom Semi-detached Duplex with BQ for re.. Read more ,Newly Built,5 beds5 baths6 Toilets
3866,Lekki Lagos,"2,500,000/year","  Updated 13 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Brand New Studio Apartment Features *Inverter *19hours electricity *Unifo.. Read more ,,1 beds1 baths1 Toilets
3867,Lekki Lagos,"70,000/sqm","  Updated 13 Feb 2023, Added 21 Nov 2022 "," FOR RENT: SHOP SPACES AVAILABLE FOR RENT LOCATION OFF FOLA OSIBO LEKKI PHASE 1, LAGOS.. Read more ",Serviced,0 beds0 baths0 Toilets
3868,Ogudu Lagos,"3,500,000/year","  Updated 13 Feb 2023, Added 04 Jul 2022 ", FOR RENT: TO-LET 47sqm shop space | office space inside the alpha mall (First floor) f.. Read more ,Serviced,0 beds0 baths0 Toilets
3869,Osapa London Lekki Lagos,"9,000,000/year","  Updated 13 Feb 2023, Added 24 Jan 2023 ", FOR RENT: JUST OUT!!! Spacious 4 Bedroom Semi-detached Duplex with BQ for rent inside t.. Read more ,Newly Built,4 beds4 baths5 Toilets
3870,Ikota Lekki Lagos,"4,500,000/year","  Updated 13 Feb 2023, Added 09 Feb 2023 ", FOR RENT: Rent Alert 4 Bedroom Semi Detached Duplex Location: Ikota Rent: 4.5M.. Read more ,Newly Built,4 beds5 baths5 Toilets
3871,Osapa London Lekki Lagos,"7,000,000/year","  Updated 13 Feb 2023, Added 21 Nov 2022 ", FOR RENT: FOR RENT Fully Detached Exquisite 5 Bedroom Duplex + 1 BQ in Serene Gated Est.. Read more ,,5 beds5 baths6 Toilets
3872,Parkview Estate Ikoyi Lagos,"10,000,000/year","  Updated 19 Feb 2023, Added 08 Feb 2023 ", FOR RENT: FOR RENT: Nicely Finished & Serviced 3 Bedroom Terrace House with Boy's Quarter .. Read more,Serviced,3 beds3 baths4 Toilets
3873,Bourdillon Ikoyi Lagos,"13,000,000/year","  Updated 13 Feb 2023, Added 22 Jan 2023 "," FOR RENT: JUST OUT!!! Fully Serviced 3 Bedroom Apartment with BQ, 24hrs light, Elevator.. Read more ",ServicedNewly Built,3 beds3 baths4 Toilets
3874,Ikate Lekki Lagos,"7,000,000/year","  Updated 13 Feb 2023, Added 20 Dec 2022 ", FOR RENT: JUST OUT!!! Luxury 4 Bedroom Semi-detached Duplex with BQ for rent in a secur.. Read more ,Newly Built,4 beds4 baths5 Toilets
3875,Lekki Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 25 Jan 2023 ", FOR RENT: TO-LET SERVICED 3 BEDROOM MAISONETTE LOCATION LEKKI IS RIGHT BY PINNACLE.. Read more ,Serviced,3 beds4 baths4 Toilets
3876,Millenuim Ups Gbagada Lagos,"850,000/year","  Updated 13 Feb 2023, Added 15 Jan 2023 ", FOR RENT: TO-LET Big office space | commercial space with the convenience LOCATION .. Read more ,,0 beds0 baths0 Toilets
3877,Lekki Phase 1 Lekki Lagos,"11,000,000/year","  Updated 13 Feb 2023, Added 07 Dec 2022 ", FOR RENT: TO-LET WAREHOUSE MEASURE 265SQM Good for - Office - Productions - E.. Read more ,,0 beds0 baths0 Toilets
3878,Harris Drive Beside Vgc Estate Vgc Lekki Lagos,"6,000,000/year","  Updated 13 Feb 2023, Added 22 Dec 2022 ", FOR RENT: RENT ALERT Lovely 4 bedroom semi-detached duplex for .. Read more ,Newly Built,4 beds4 baths5 Toilets
3879,Ademola Adetokunbo Victoria Island Lagos,"4,500,000/year","  Updated 13 Feb 2023, Added 21 Oct 2022 ", FOR RENT: TO-LET OFFICE SPACE WITH FURNISHED CONFERENCE ROOM (UPSTAIR) RENT 4.5M / .. Read more ,Serviced, beds baths Toilets
3880,Oniru Victoria Island Lagos,"10,000,000/year","  Updated 13 Feb 2023, Added 06 Feb 2023 "," FOR RENT: *Direct brief Luxury 3 bedroom flat 1bq for rent in oniru v/i, Rent: #10m, Agenc.. Read more ",,3 beds4 baths4 Toilets
3881,Millenium Estate Millenuim Ups Gbagada Lagos,"2,200,000/year","  Updated 13 Feb 2023, Added 08 Jan 2023 ", FOR RENT: Exquisitely newly built super standard 2bedroom at Millenium estate gbagada With.. Read more ,Newly Built,2 beds2 baths3 Toilets
3882,"Along Main Moniya Alabata Road Near Railway Terminal Area, Moniya Ibadan Oyo","1,000,000","  Updated 18 Feb 2023, Added 17 Dec 2022 ", FOR SALE: ????? ????????: A PLOT OF LAND ALONG TILED ROAD NEAR RAILWAY TERMINAL MONIYA IBA.. Read more,, beds baths Toilets
3883,Old Ikoyi Ikoyi Lagos,"7,000,000/year","  Updated 13 Feb 2023, Added 03 Feb 2023 ", FOR RENT: FOR RENT SPACIOUS AND WATER VIEW 3 BEDROOM FLAT WITH A BQ Location: off .. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
3884,"Lekki Conservation Road, L Lekki Lagos","3,700,000/year","  Updated 13 Feb 2023, Added 02 Feb 2023 "," FOR RENT: FOR RENT!!! TO LET!!! 3 Bedroom apartments- #3,700,000 *2. Service Charge.. Read more ",,2 beds2 baths2 Toilets
3885,Ifako Gbagada Gbagada Lagos,"1,000,000/year","  Updated 13 Feb 2023, Added 01 Aug 2022 ", FOR RENT: Flat / Apartment for rent Ifako-gbagada Gbagada Lagos.. Read more ,,0 beds0 baths0 Toilets
3886,Ikota Lekki Lagos,"4,500,000/year","  Updated 13 Feb 2023, Added 16 Dec 2022 ", FOR RENT: Newly 4bed terrace duplex apartment available for Rent in IKOTA GRA 4.5m.. Read more ,,4 beds5 baths5 Toilets
3887,Lekki Lagos,"6,000,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 "," FOR RENT: TO-LET 3-BEDROOM APARTMENT WITH BQ FEATURES: SWIMMING POOL, MOBIL POLIC.. Read more ",Serviced,3 beds4 baths4 Toilets
3888,Lekki Lagos,"4,500,000/year","  Updated 13 Feb 2023, Added 02 Feb 2023 ", FOR RENT: Lovely 3 bedroom flat with a bq in a decent gated area off Emma abimbola Cole le.. Read more ,,3 beds3 baths4 Toilets
3889,Magodo Gra Phase 1 Ojodu Lagos,"4,500,000","  Updated 13 Feb 2023, Added 05 Jan 2023 ", FOR RENT: To Let 4-bedroom duplex selfcompound *@ Magodo isheri* Price: N4.5m.. Read more ,,4 beds5 baths5 Toilets
3890,Lekki Lagos,"6,000,000/year","  Updated 13 Feb 2023, Added 06 Feb 2023 ", FOR RENT: Rent Alert 5 Bedroom Fully Detached Duplex With a bq Location: Lekki Cou.. Read more ,Newly Built,5 beds6 baths6 Toilets
3891,Sangotedo Ajah Lagos,"4,000,000/year","  Updated 13 Feb 2023, Added 25 Jan 2023 "," FOR RENT: *For rent *DIRECT BRIEF Topnotch 5 bedroom fully detached duplex, All roo.. Read more ",,5 beds6 baths6 Toilets
3892,Lekki Lagos,"4,000,000/year","  Updated 13 Feb 2023, Added 02 Feb 2023 ", FOR RENT: FOR RENT 4 BEDROOM SEMI DETACHED DUPLEX WITH BQ LOCATION: ORCHID LEKKI L.. Read more ,,0 beds0 baths0 Toilets
3893,Value County Estate Lekki Sangotedo Ajah Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 24 Jan 2023 ", FOR RENT: 2 Bedroom Terrace Duplex at value county Estate Lekki Ajah Lagos. With an open k.. Read more ,Newly Built,2 beds2 baths3 Toilets
3894,Ikota Lekki Lagos,"3,000,000","  Updated 14 Feb 2023, Added 20 Dec 2022 ", FOR RENT: Newly built 3 bedroom terrace duplex in a new serviced estate by VGC. It is full.. Read more,ServicedNewly Built,3 beds3 baths4 Toilets
3895,Estate Ikate Lekki Lagos,"6,000,000/year","  Updated 13 Feb 2023, Added 15 Dec 2022 ", FOR RENT: Ikate Direct Letting Newly built 2 units of 4 bedroom duplex with following f.. Read more ,Serviced,4 beds5 baths5 Toilets
3896,Ligali Ayorinde Victoria Island Lagos,"8,000,000/year","  Updated 13 Feb 2023, Added 06 Feb 2023 "," FOR RENT: *HOT VICTORIA ISLAND RENTALS 3 bedroom maisonette with a room bq, swimming po.. Read more ",,3 beds4 baths4 Toilets
3897,Ikate Lekki Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 25 Jan 2023 "," FOR RENT: TO-LET NEWLY BUILT 2 BEDROOM FLAT + SWIMMING POOL LOCATION IKATE, LEKKI .. Read more ",ServicedNewly Built,2 beds3 baths3 Toilets
3898,Ilaje Ajah Lagos,"3,500,000/year","  Updated 13 Feb 2023, Added 17 Jan 2023 ", FOR RENT: TO-LET Units of 3 bedroom apartments on various floors for rent. Location.. Read more ,FurnishedServiced,3 beds4 baths4 Toilets
3899,Estate Magodo Gra Phase 2 Kosofe Ikosi Lagos,"6,000,000/year","  Updated 13 Feb 2023, Added 15 Dec 2022 ", FOR RENT: TO-LET SPACIOUS AND TASTEFULLY FINISHED 4BEDROOM DETACHED DUPLEX WITH SECURIT.. Read more ,,4 beds5 baths5 Toilets
3900,Lekki Phase 1 Lekki Lagos,"13,000,000/year","  Updated 13 Feb 2023, Added 24 Jan 2023 "," FOR RENT: JUST OUT!!! Fully Serviced 4 Bedroom Terrace Duplex for rent with BQ, Swimmin.. Read more ",ServicedNewly Built,4 beds4 baths5 Toilets
3901,Chevron Lekki Lagos,"4,500,000/year","  Updated 13 Feb 2023, Added 13 Dec 2022 ", FOR RENT: JUST OUT Brand New 4 Bedroom Semi-detached Duplex with BQ for rent in a secur.. Read more ,Newly Built,4 beds4 baths5 Toilets
3902,Omole Phase 1 Ojodu Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 "," FOR RENT: To Let @Omole PH 1 Spacious 4 Bedroom semi detached duplex with a Room BQ, .. Read more ",,4 beds4 baths5 Toilets
3903,Chevron Lekki Lagos,"4,500,000/year","  Updated 13 Feb 2023, Added 13 Jan 2023 ", FOR RENT: JUST OUT!!! Brand New Luxury 4 Bedroom Semi-detached Duplex with BQ for rent.. Read more ,Newly Built,4 beds4 baths5 Toilets
3904,Ikeja Gra Ikeja Lagos,"1,000,000,000","  Updated 19 Feb 2023, Added 10 Oct 2022 ", FOR SALE: FOR SALE A WELL SECURES ESTATE IN IKEJA GRA EXQUISITELY DESIGNED CONTEMPOR.. Read more,,6 beds0 baths0 Toilets
3905,Lekki Right Lekki Phase 1 Lekki Lagos,"3,000,000/year","  Updated 13 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Very nice 2 bedroom flat in Lekki right. By pinnacle filling station. Rent:3m.. Read more ,,2 beds2 baths3 Toilets
3906,Ikate Lekki Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 08 Feb 2023 ", FOR RENT: Rent Alert 4 Bedroom Terrace Duplex Location: Ikate Rent: 5Million .. Read more ,,4 beds5 baths5 Toilets
3907,Onike Yaba Lagos,"750,000/year","  Updated 13 Feb 2023, Added 20 Jan 2023 ", FOR RENT: Clean standard mini flat upstairs for rent at Ogunbiyi close off Pedro Iwaya Oni.. Read more ,,1 beds1 baths1 Toilets
3908,Soluyi Gbagada Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 12 Sep 2022 ", FOR RENT: 3 bedroom apartment ground floor 2m.. Read more ,,0 beds0 baths0 Toilets
3909,Thomas Estate Ajah Lagos,"4,000,000/year","  Updated 13 Feb 2023, Added 13 Jan 2023 "," FOR RENT: 4 bedrooms fully detached duplex for Rent, just a plot of the express. * Locati.. Read more ",,4 beds5 baths5 Toilets
3910,Lekki Conservation Road Lekki Lagos,"3,200,000/year","  Updated 13 Feb 2023, Added 02 Feb 2023 "," FOR RENT: FOR RENT!!! TO LET!!! 2 bedroom apartments - #3,200,000 *2. Service Char.. Read more ",,2 beds2 baths2 Toilets
3911,Ikeja Gra Ikeja Lagos,"8,000,000/year","  Updated 13 Feb 2023, Added 22 Dec 2022 ", FOR RENT: LEASE AT GRA IKEJA LAGOS: SUITABLE FOR BOTH RESIDENTIAL AND COMMERCIAL: 4 .. Read more ,,4 beds5 baths5 Toilets
3912,Estate Agungi Lekki Lagos,"2,700,000/year","  Updated 13 Feb 2023, Added 16 Jan 2023 ", FOR RENT: SERIOUS LETTING Spacious 3 bedroom flat. Features: *All rooms ensuite wit.. Read more ,Serviced,3 beds4 baths4 Toilets
3913,Olokonla Sangotedo Ajah Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 14 Jan 2023 ", FOR RENT: To let 2 bedroom terrace at Olokonla sangotedo immediately after lagos business .. Read more ,,2 beds3 baths3 Toilets
3914,Ikota Lekki Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 09 Jan 2023 ", FOR RENT: JUST OUT!!! Brand New Well Built 4 Bedroom Semi-detached Duplex for rent in a.. Read more ,Newly Built,4 beds4 baths4 Toilets
3915,Onike Yaba Lagos,"3,500,000/year","  Updated 13 Feb 2023, Added 28 Dec 2022 ", FOR RENT: Neatly used standard 4bed room fully detached duplex all rooms ensuit with a roo.. Read more ,Newly Built,4 beds4 baths5 Toilets
3916,Ikota Gra Ikota Lekki Lagos,"3,500,000/year","  Updated 18 Feb 2023, Added 07 Dec 2022 ", FOR RENT: Luxury 4 Bedroom Duplex available for rent at Ikota GRA Lekki Lagos. Features.. Read more,,4 beds4 baths5 Toilets
3917,Vgc Lekki Lagos,"3,800,000/year","  Updated 13 Feb 2023, Added 09 Feb 2023 ", FOR RENT: Rent Alert 4 Bedroom Terrace Duplex Location: Orchid Rent: 3.8Million.. Read more ,Newly Built,4 beds5 baths5 Toilets
3918,Chevron Lekki Lagos,"3,100,000/year","  Updated 13 Feb 2023, Added 12 Jan 2023 ", FOR RENT: 3 bedroom Flat / Apartment for rent Chevy View Estate chevron Lekki Lagos.. Read more ,Serviced,3 beds3 baths4 Toilets
3919,Lekki Phase 1 Lekki Lagos,"4,000,000/year","  Updated 13 Feb 2023, Added 27 Nov 2022 ", FOR RENT: DIRECT BRIEF LEKKI PHASE 1 FURNISHED OFFICE SPACES. Location: Off Admiralty r.. Read more ,,0 beds0 baths0 Toilets
3920,Ogudu Lagos,"2,200,000","  Updated 13 Feb 2023, Added 16 Sep 2022 ", FOR RENT: To let in ogudu 2bedroom all room ensuit 2 .2m good location in ogudu direct.. Read more ,,0 beds0 baths0 Toilets
3921,Lekki Lagos,"10,000,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 ", FOR RENT: TO-LET SPACIOUS 4 BEDROOM SEMI DETACHED HOUSE WITH 2 ROOMS BQ WITH PARKING SP.. Read more ,,4 beds5 baths5 Toilets
3922,Igbo Efon Lekki Lagos,"3,000,000/year","  Updated 13 Feb 2023, Added 19 Jan 2023 ", FOR RENT: TO-LET Newly built Self service 4units of 3bedroom apartment with a room bq .. Read more ,ServicedNewly Built,3 beds4 baths4 Toilets
3923,Old Ikoyi Ikoyi Lagos,"10,000,000/year","  Updated 13 Feb 2023, Added 05 Feb 2023 ", FOR RENT: FOR RENT ?? BRAND NEW 3 BEDROOM APARTMENT Location: Ikoyi Rent: 10m Ann.. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
3924,Victoria Island Lagos,"6,000,000/year","  Updated 13 Feb 2023, Added 06 Feb 2023 "," FOR RENT: 3 BEDROOM APARTMENT FOR RENT Location: VI, Lagos Price: 6m per annum Othe.. Read more ",,3 beds4 baths4 Toilets
3925,Bode Thomas Surulere Lagos,"3,000,000/year","  Updated 13 Feb 2023, Added 13 Jan 2023 "," FOR RENT: NEWLY BUILT 3 UNITS OF 2 BEDROOM FLAT UP AND DOWN WITH ALL ROOMS EN-SUITE, SCREE.. Read more ",Newly Built,2 beds2 baths3 Toilets
3926,Banana Island Ikoyi Lagos,"1,500,000,000","  Updated 15 Feb 2023, Added 20 Nov 2022 ", FOR SALE: DIRECT INSTRUCTION FROM THE OWNER FOR SALE: NEWLY BUILT 5 BEDROOM FULLY D.. Read more,Newly Built,5 beds5 baths6 Toilets
3927,Chevron Lekki Lagos,"3,000,000/year","  Updated 13 Feb 2023, Added 14 Dec 2022 ", FOR RENT: #Repost ///@totech_rentals: 3 Bedroom Apartment Available for Rent Lekki 2nd.. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
3928,Agungi Lekki Lagos,"2,800,000/year","  Updated 13 Feb 2023, Added 08 Feb 2023 ", FOR RENT: Rent Alert 3 Bedroom Apartment With a bq Location: Agungi Rent: 2.8M.. Read more ,,3 beds4 baths4 Toilets
3929,Olowora Ojodu Lagos,"2,200,000/year","  Updated 13 Feb 2023, Added 29 Jan 2023 "," FOR RENT: Newly built lovely 2bedroom terrace duplex,fitted kitchen,all rooms en-suite wit.. Read more ",Newly Built,2 beds2 baths3 Toilets
3930,River Valley Estate Ojodu Lagos,"1,800,000/year","  Updated 13 Feb 2023, Added 25 Jan 2023 ", FOR RENT: fresh letting a newly renovated 3 bedroom flat 3t and 3bath with tasteful fin.. Read more ,,3 beds3 baths4 Toilets
3931,Magodo Gra Phase 2 Kosofe Ikosi Lagos,"9,000,000/year","  Updated 13 Feb 2023, Added 07 Jan 2023 ", FOR RENT: TO-LET 5 BEDROOM DETACHED DUPLEX WITH A ROOM BQ LOCATION MAGODO PHASE T.. Read more ,,5 beds6 baths6 Toilets
3932,Canaan Estate Ajah Lagos,"1,700,000/year","  Updated 13 Feb 2023, Added 24 Jan 2023 ", FOR RENT: 3 Bedroom Apartment at canaan Estate rent 1.7m Spacious and standard Apartment.. Read more ,,3 beds3 baths4 Toilets
3933,Lekki Phase 1 Lekki Lagos,"7,000,000/year","  Updated 13 Feb 2023, Added 19 Jan 2023 ", FOR RENT: JUST OUT!!! Fully Serviced 4 Bedroom Semi-detached Duplex with BQ for rent w.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
3934,Alausa Ikeja Lagos,"60,000,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Leasing: Fully furnished and equipped ‘Grade A’ Open-Planned Office space at Ala.. Read more ,,0 beds0 baths0 Toilets
3935,Bariga Shomolu Lagos,"450,000/year","  Updated 13 Feb 2023, Added 30 Jan 2023 ", FOR RENT: A nice studio apartment with necessary modern facilities in a nice environment a.. Read more ,,0 beds0 baths0 Toilets
3936,Bariga Shomolu Lagos,"350,000/year","  Updated 13 Feb 2023, Added 14 Nov 2022 ", FOR RENT: A spacious brand new self contained apartment at Bariga with a water running fac.. Read more ,Newly Built,0 beds0 baths0 Toilets
3937,Oniru Victoria Island Lagos,"1,400,000/month","  Updated 13 Feb 2023, Added 27 Jan 2023 "," FOR RENT: TO-LET FURNISHED 3 BEDROOM FLAT (FIRST FLOOR) LOCATION OFF PALACE ROAD , .. Read more ",Furnished,3 beds4 baths4 Toilets
3938,Osapa London Lekki Lagos,"4,000,000/year","  Updated 16 Feb 2023, Added 04 Jan 2023 ", FOR RENT: Luxury 4 Bedroom duplex available for rent at Osapa Lekki Lagos. Features: A.. Read more,Newly Built,4 beds4 baths5 Toilets
3939,Medina Gbagada Lagos,"1,600,000/year","  Updated 13 Feb 2023, Added 26 Sep 2022 "," FOR RENT: Decent serviced 2 bedrooms up flat both rooms ensuite with guest toilet, all til.. Read more ",,0 beds0 baths0 Toilets
3940,Fola Agoro Fola Agoro Yaba Lagos,"450,000/year","  Updated 13 Feb 2023, Added 28 Oct 2022 ", FOR RENT: A relatively new modern self contain apartment upstairs in a serene environment .. Read more ,,0 beds0 baths0 Toilets
3941,Olowora Ojodu Lagos,"900,000/year","  Updated 13 Feb 2023, Added 22 Jan 2023 "," FOR RENT: Spacious and lovely mini flat with 2 toilets, personal prepaid meter, and good p.. Read more ",,1 beds1 baths2 Toilets
3942,Akoka Yaba Lagos,"350,000/year","  Updated 13 Feb 2023, Added 23 Oct 2022 "," FOR RENT: FRESH LETTING NEAT ROOM SELF CON AT YABA LAGOS WITH POP, SCREEDED WALL, STANDAR.. Read more ",,0 beds0 baths0 Toilets
3943,Lekki Phase 1 Lekki Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 12 Nov 2022 ", FOR RENT: *SHOP TO LET IN LEKKI PHASE 1* Shop upstairs: 1. Space= 54 SQM 2. Annual Re.. Read more ,,0 beds0 baths0 Toilets
3944,Lekki Phase 1 Lekki Lagos,"7,500,000/year","  Updated 13 Feb 2023, Added 30 Aug 2022 ", FOR RENT: TO-LET SERVICED OFFICE SPACE 114.7SQM (GROUND FLOOR) LOCATION KAYODE OTIT.. Read more ,Serviced,0 beds0 baths0 Toilets
